cod_orgao_gabine;cod_magist;sta_magist_gabine_judici;dat_inicio_ativid_judici;dat_termin_ativid_judici
SP01G3073;00000140S;T ;05-jul-11;02-out-11
SP01G3073;00000143S;T ;15-set-14;26-jul-15
SP01G3073;00000150S;T ;06-abr-11;04-jul-11
SP01G3073;00000153S;C ;03-set-12;17-fev-14
SP01G3074;000000026;T ;22-fev-12;28-out-13
SP01G3074;000000031;T ;17-fev-14;09-abr-14
SP01G3074;000000054;T ;21-mai-03;07-jul-10
SP01G3074;000000078;T ;11-dez-14;
SP01G3074;00000067S;T ;08-jul-10;27-jan-11
SP01G3074;00000067S;T ;28-jan-11;21-fev-12
SP01G3074;00000082S;S ;22-jun-15;22-jul-15
SP01G3074;00000082S;S ;29-set-15;19-out-15
SP01G3074;00000084S;C ;12-abr-06;13-jul-06
SP01G3074;00000104S;T ;10-abr-14;10-dez-14
SP01G3074;00000122S;S ;02-jul-07;29-set-07
SP01G3074;00000134S;S ;16-nov-16;
SP01G3074;00000145S;S ;15-jun-16;15-jul-16
SP01G3074;00000153S;C ;03-set-12;17-fev-14
SP01G3074;00000156S;S ;07-jan-13;08-fev-13
SP01G3074;00000156S;S ;13-fev-13;19-fev-13
SP01G3074;00000156S;C ;20-fev-13;20-fev-13
SP01G3074;00000156S;S ;21-fev-13;15-mar-13
SP01G3074;00000156S;S ;18-mar-13;18-mai-13
SP01G3074;00000156S;S ;20-mai-13;21-jun-13
SP01G3074;00000156S;S ;29-jul-13;30-ago-13
SP01G3074;00000156S;S ;25-set-13;03-out-13
SP01G3074;00000156S;C ;04-out-13;04-out-13
SP01G3074;00000156S;S ;05-out-13;25-out-13
SP01G3074;00000156S;T ;22-nov-13;16-fev-14
SP01G3081;000000035;T ;22-mai-03;09-jun-15
SP01G3081;000000055;T ;22-dez-15;
SP01G3081;00000070S;C ;27-fev-12;30-mar-12
SP01G3081;00000071S;C ;12-set-05;19-dez-06
SP01G3081;00000077S;C ;07-nov-03;20-dez-05
SP01G3081;00000077S;C ;01-out-07;31-out-07
SP01G3081;00000077S;S ;23-abr-10;23-ago-10
SP01G3081;00000077S;S ;25-ago-10;17-dez-10
SP01G3081;00000077S;C ;07-jan-11;27-fev-12
SP01G3081;00000077S;S ;18-out-13;13-nov-13
SP01G3081;00000078S;C ;12-abr-04;20-dez-05
SP01G3081;00000078S;S ;09-fev-06;18-mar-06
SP01G3081;00000078S;C ;23-mar-06;21-mai-06
SP01G3081;00000078S;C ;22-mai-06;20-jul-06
SP01G3081;00000078S;C ;21-ago-06;18-dez-06
SP01G3081;00000084S;S ;23-mar-10;22-abr-10
SP01G3081;00000113S;T ;10-jun-15;21-dez-15
SP01G3081;00000137S;C ;11-mar-13;17-fev-14
SP01G3081;00000153S;C ;03-set-12;17-fev-14
SP01G3082;000000031;T ;10-abr-14;
SP01G3082;000000048;T ;21-mai-03;01-set-13
SP01G3082;000000057;T ;04-out-13;09-abr-14
SP01G3082;00000049S;S ;23-abr-13;28-mai-13
SP01G3082;00000049S;S ;03-jun-13;03-jul-13
SP01G3082;00000067S;C ;15-abr-13;15-abr-13
SP01G3082;00000069S;S ;04-jul-05;03-ago-05
SP01G3082;00000070S;S ;07-jan-14;06-fev-14
SP01G3082;00000071S;C ;12-set-05;19-dez-06
SP01G3082;00000072S;S ;08-jan-08;06-jun-08
SP01G3082;00000092S;S ;19-jun-06;17-ago-06
SP01G3083;000000049;T ;21-mai-03;14-ago-05
SP01G3083;000000058;T ;15-ago-05;15-nov-12
SP01G3083;000000072;T ;04-out-13;
SP01G3083;00000070S;S ;15-ago-05;15-ago-05
SP01G3083;00000070S;T ;19-nov-12;03-out-13
SP01G3083;00000071S;C ;12-set-05;19-dez-06
SP01G3083;00000089S;C ;27-nov-14;27-nov-14
SP01G3084;000000031;T ;15-jun-04;16-fev-12
SP01G3084;000000067;T ;24-fev-12;31-mar-13
SP01G3084;000000074;T ;04-out-13;
SP01G3084;00000035S;T ;21-mai-03;30-abr-04
SP01G3084;00000067S;T ;22-fev-12;23-fev-12
SP01G3084;00000067S;C ;24-fev-12;26-fev-12
SP01G3084;00000071S;C ;12-set-05;19-dez-06
SP01G3084;00000077S;S ;03-jul-06;14-ago-06
SP01G3084;00000077S;S ;16-out-06;19-dez-06
SP01G3084;00000079S;T ;03-mai-04;14-jun-04
SP01G3084;00000119S;T ;02-abr-13;03-out-13
SP01G3091;000000041;T ;22-mai-03;19-out-14
SP01G3091;000000076;T ;11-dez-14;
SP01G3091;00000063S;S ;18-jul-05;26-ago-05
SP01G3091;00000063S;C ;09-out-06;19-dez-06
SP01G3091;00000063S;S ;02-jul-07;12-ago-07
SP01G3091;00000089S;S ;03-ago-15;16-ago-15
SP01G3091;00000089S;S ;18-nov-15;18-dez-15
SP01G3091;00000089S;C ;11-fev-16;11-fev-16
SP01G3091;00000089S;C ;14-mar-16;14-mar-16
SP01G3091;00000089S;S ;01-ago-16;01-set-16
SP01G3091;00000089S;C ;11-nov-16;11-nov-16
SP01G3091;00000089S;S ;16-nov-16;
SP01G3091;00000093S;C ;12-set-05;19-dez-06
SP01G3091;00000100S;C ;07-ago-06;11-dez-06
SP01G3091;00000113S;T ;20-out-14;10-dez-14
SP01G3091;00000120S;C ;12-mar-08;24-mar-08
SP01G3091;00000131S;C ;25-mar-08;03-mai-08
SP01G3091;00000137S;C ;11-mar-13;17-fev-14
SP01G3091;00000140S;C ;02-ago-10;01-set-10
SP01G3091;00000140S;S ;25-abr-11;05-jun-11
SP01G3091;00000140S;C ;26-mar-12;17-fev-14
SP01G3091;00000140S;S ;17-set-12;15-out-12
SP01G3091;00000140S;S ;02-set-13;08-out-13
SP01G3091;00000140S;S ;06-mai-14;08-jun-14
SP01G3092;000000014;T ;03-mai-07;06-out-08
SP01G3092;000000050;T ;21-mai-03;11-set-03
SP01G3092;000000058;T ;16-dez-03;14-ago-05
SP01G3092;000000062;T ;12-abr-07;02-mai-07
SP01G3092;000000063;T ;01-jul-10;26-nov-11
SP01G3092;000000073;T ;04-out-13;21-dez-15
SP01G3092;000000080;T ;16-fev-16;
SP01G3092;00000051S;T ;02-jul-12;03-out-13
SP01G3092;00000055S;T ;09-dez-11;11-jun-12
SP01G3092;00000058S;T ;12-set-03;15-dez-03
SP01G3092;00000067S;T ;05-abr-10;30-jun-10
SP01G3092;00000070S;S ;22-jun-05;14-ago-05
SP01G3092;00000077S;S ;21-mai-07;09-ago-07
SP01G3092;00000078S;T ;26-jan-16;15-fev-16
SP01G3092;00000081S;T ;07-out-08;18-mar-10
SP01G3092;00000089S;S ;01-set-14;30-set-14
SP01G3092;00000089S;S ;03-nov-14;18-nov-14
SP01G3092;00000089S;C ;15-dez-14;15-dez-14
SP01G3092;00000095S;T ;04-out-05;14-ago-06
SP01G3092;00000096S;S ;25-abr-11;22-jun-11
SP01G3092;00000096S;C ;12-set-11;12-set-11
SP01G3092;00000107S;S ;19-nov-13;19-dez-13
SP01G3092;00000113S;T ;22-dez-15;25-jan-16
SP01G3092;00000115S;T ;15-ago-06;11-abr-07
SP01G3092;00000119S;S ;24-ago-07;19-dez-07
SP01G3092;00000119S;S ;07-jan-08;11-fev-08
SP01G3092;00000137S;C ;11-mar-13;17-fev-14
SP01G3092;00000140S;S ;10-jan-11;09-fev-11
SP01G3092;00000153S;C ;03-set-12;17-fev-14
SP01G3092;00000181S;S ;07-jan-15;06-fev-15
SP01G3093;000000041;T ;20-out-14;
SP01G3093;000000051;T ;21-mai-03;21-set-14
SP01G3093;00000035S;S ;09-jan-06;08-fev-06
SP01G3093;00000035S;S ;08-fev-06;08-fev-06
SP01G3093;00000061S;C ;17-out-11;17-out-11
SP01G3093;00000093S;C ;07-fev-06;07-fev-06
SP01G3093;00000093S;S ;08-jan-07;07-fev-07
SP01G3093;00000093S;S ;06-out-14;01-jan-15
SP01G3093;00000093S;C ;26-fev-15;26-fev-15
SP01G3093;00000107S;C ;08-ago-12;07-set-12
SP01G3093;00000107S;S ;11-jun-14;08-set-14
SP01G3093;00000107S;S ;09-set-14;21-set-14
SP01G3093;00000113S;T ;22-set-14;19-out-14
SP01G3093;00000138S;C ;17-out-11;17-out-11
SP01G3093;00000145S;C ;24-fev-15;17-jun-15
SP01G3093;00000145S;S ;17-fev-16;18-mar-16
SP01G3093;00000146S;S ;24-ago-10;16-out-10
SP01G3094;000000059;T ;16-dez-03;09-set-08
SP01G3094;000000065;T ;22-dez-10;
SP01G3094;00000047S;T ;21-mai-03;15-dez-03
SP01G3094;00000084S;C ;26-mar-12;26-mar-12
SP01G3094;00000084S;S ;25-jun-14;25-jul-14
SP01G3094;00000084S;C ;01-set-15;
SP01G3094;00000088S;C ;27-ago-08;09-set-08
SP01G3094;00000088S;T ;10-set-08;18-mar-10
SP01G3094;00000092S;S ;01-set-05;30-out-05
SP01G3094;00000092S;S ;04-set-06;07-out-06
SP01G3094;00000092S;S ;07-jan-11;06-fev-11
SP01G3094;00000093S;C ;27-jun-06;20-dez-06
SP01G3094;00000128S;T ;25-mar-10;21-dez-10
SP01G3094;00000140S;S ;09-jan-12;09-fev-12
SP01G3101;000000045;T ;22-mai-03;
SP01G3101;00000049S;S ;09-jan-06;08-fev-06
SP01G3101;00000049S;S ;09-fev-06;09-fev-06
SP01G3101;00000049S;S ;10-fev-06;10-fev-06
SP01G3101;00000049S;S ;03-jul-06;02-ago-06
SP01G3101;00000049S;S ;26-jul-07;10-ago-07
SP01G3101;00000049S;S ;08-jul-08;07-ago-08
SP01G3101;00000049S;S ;10-jan-11;08-fev-11
SP01G3101;00000055S;S ;11-jul-07;25-jul-07
SP01G3101;00000063S;C ;10-mai-06;09-out-06
SP01G3101;00000067S;S ;28-mar-05;27-abr-05
SP01G3101;00000081S;S ;03-nov-04;13-dez-04
SP01G3101;00000081S;S ;04-jul-05;03-ago-05
SP01G3101;00000081S;S ;15-jun-16;15-jul-16
SP01G3101;00000100S;C ;12-dez-06;12-dez-06
SP01G3101;00000100S;C ;12-nov-08;12-dez-08
SP01G3101;00000100S;S ;23-out-13;22-nov-13
SP01G3101;00000179S;S ;23-abr-14;26-mai-14
SP01G3102;000000021;T ;03-ago-09;
SP01G3102;000000052;T ;21-mai-03;31-mai-09
SP01G3102;00000063S;C ;12-set-05;09-out-06
SP01G3102;00000080S;S ;29-set-04;02-nov-04
SP01G3102;00000081S;S ;31-jan-05;24-mar-05
SP01G3102;00000083S;S ;06-jun-05;04-ago-05
SP01G3102;00000083S;S ;21-mar-06;21-mar-06
SP01G3102;00000100S;S ;22-mar-06;09-abr-06
SP01G3102;00000100S;S ;08-jan-07;07-fev-07
SP01G3102;00000100S;C ;12-ago-08;10-out-08
SP01G3102;00000100S;T ;10-jun-09;28-jun-09
SP01G3102;00000100S;C ;24-ago-09;15-out-09
SP01G3102;00000100S;S ;07-jan-10;03-fev-10
SP01G3102;00000100S;C ;04-fev-10;04-fev-10
SP01G3102;00000100S;S ;05-fev-10;07-mar-10
SP01G3102;00000102S;S ;09-fev-06;28-fev-06
SP01G3102;00000104S;S ;01-mar-06;20-mar-06
SP01G3102;00000134S;T ;29-jun-09;02-ago-09
SP01G3102;00000145S;C ;05-abr-10;08-jan-11
SP01G3102;00000145S;S ;10-jan-11;09-fev-11
SP01G3102;00000145S;S ;30-jan-12;29-fev-12
SP01G3103;000000014;T ;07-out-08;28-nov-11
SP01G3103;000000053;T ;21-mai-03;24-jul-08
SP01G3103;000000063;T ;28-nov-11;
SP01G3103;00000063S;C ;10-mai-06;09-out-06
SP01G3103;00000081S;S ;19-mar-06;20-mar-06
SP01G3103;00000081S;T ;28-jul-08;06-out-08
SP01G3103;00000081S;S ;21-ago-14;20-set-14
SP01G3103;00000081S;S ;19-jan-15;02-mar-15
SP01G3103;00000084S;S ;21-fev-05;25-mar-05
SP01G3103;00000096S;S ;02-abr-12;30-jul-12
SP01G3103;00000100S;S ;18-jan-06;06-fev-06
SP01G3103;00000100S;S ;17-jul-06;05-ago-06
SP01G3103;00000101S;S ;07-fev-06;26-fev-06
SP01G3103;00000101S;C ;06-ago-06;25-ago-06
SP01G3103;00000105S;S ;27-fev-06;18-mar-06
SP01G3103;00000112S;S ;26-ago-06;14-set-06
SP01G3103;00000126S;S ;09-jan-08;08-fev-08
SP01G3103;00000127S;S ;09-fev-08;09-mar-08
SP01G3104;000000009;T ;02-mai-05;13-mai-10
SP01G3104;000000054;T ;08-jul-10;15-dez-14
SP01G3104;000000081;T ;16-fev-16;
SP01G3104;00000035S;C ;31-mai-07;30-jun-07
SP01G3104;00000038S;T ;27-mai-10;30-jun-10
SP01G3104;00000048S;C ;12-jun-06;30-jun-06
SP01G3104;00000063S;T ;21-mai-03;01-mai-05
SP01G3104;00000063S;C ;10-mai-06;09-out-06
SP01G3104;00000067S;T ;01-jul-10;07-jul-10
SP01G3104;00000072S;S ;20-jul-06;08-ago-06
SP01G3104;00000072S;S ;23-nov-06;19-dez-06
SP01G3104;00000072S;S ;08-jan-07;07-fev-07
SP01G3104;00000088S;S ;03-mai-05;29-jul-05
SP01G3104;00000088S;S ;01-ago-05;30-set-05
SP01G3104;00000088S;S ;01-out-05;29-dez-05
SP01G3104;00000104S;T ;16-dez-14;25-jan-16
SP01G3104;00000104S;C ;11-fev-16;11-fev-16
SP01G3104;00000107S;S ;01-jul-06;19-jul-06
SP01G3104;00000132S;S ;26-mai-08;24-jul-08
SP01G3104;00000132S;S ;25-ago-08;15-out-08
SP01G3104;00000138S;C ;16-out-08;29-out-08
SP01G3104;00000144S;S ;24-fev-10;28-abr-10
SP01G3104;00000147S;T ;26-jan-16;15-fev-16
SP01G3104;00000147S;C ;11-fev-16;11-fev-16
SP01G3104;00000153S;C ;03-set-12;17-fev-14
SP01G3999;00000023S;C ;02-jun-08;30-set-08
SP01G3999;00000055S;C ;07-jan-08;30-set-08
SP01G3999;00000081S;C ;08-fev-07;27-jul-08
SP01G3999;00000081S;C ;07-jan-08;27-jul-08
SP01G3999;00000081S;C ;12-ago-08;12-ago-08
SP01G3999;00000081S;C ;09-set-08;09-set-08
SP01G3999;00000081S;C ;30-set-08;30-set-08
SP01G3999;00000081S;C ;24-ago-10;24-ago-10
SP01G3999;00000083S;C ;09-jun-08;30-set-08
SP01G3999;00000100S;C ;08-fev-07;08-mai-07
SP01G3999;00000100S;C ;24-ago-10;24-ago-10
SP01G3999;00000101S;C ;08-fev-07;19-dez-07
SP01G3999;00000101S;C ;07-jan-08;30-set-08
SP01G3999;00000105S;C ;08-fev-07;19-dez-07
SP01G3999;00000107S;C ;08-fev-07;19-dez-07
SP01G3999;00000107S;C ;07-jan-08;30-set-08
SP01G3999;00000140S;C ;28-set-09;31-dez-09
SP01G4001;00000049S;C ;28-set-09;06-out-09
SP01G4001;00000051S;C ;01-out-08;19-dez-08
SP01G4001;00000068S;C ;02-abr-07;19-dez-07
SP01G4001;00000068S;C ;07-jan-08;09-mar-08
SP01G4001;00000086S;C ;05-out-09;31-dez-09
SP01G4001;00000086S;C ;01-jan-10;28-fev-10
SP01G4001;00000088S;C ;02-abr-07;09-set-08
SP01G4001;00000089S;C ;30-jun-08;08-dez-10
SP01G4001;00000104S;C ;01-out-08;15-dez-10
SP01G4001;00000113S;C ;02-abr-07;19-dez-07
SP01G4001;00000113S;C ;07-jan-08;19-dez-08
SP01G4001;00000117S;C ;02-abr-07;19-dez-07
SP01G4001;00000117S;C ;07-jan-08;19-dez-08
SP01G4001;00000117S;C ;28-set-09;31-dez-09
SP01G4001;00000117S;C ;01-jan-10;28-fev-10
SP01G4001;00000120S;C ;02-abr-07;30-jun-07
SP01G4001;00000128S;C ;24-out-09;24-mar-10
SP01G4001;00000131S;C ;28-out-09;17-nov-09
SP01G4001;00000133S;C ;09-jun-08;19-dez-08
SP01G4001;00000141S;C ;28-set-09;31-dez-09
SP01G4001;00000141S;C ;01-jan-10;28-fev-10
SP01G4001;00000142S;C ;01-out-09;31-dez-09
SP01G4001;00000142S;C ;01-jan-10;28-fev-10
SP01G4001;00000143S;C ;03-nov-09;31-dez-09
SP01G4001;00000143S;C ;01-jan-10;28-fev-10
SP01G4002;00000051S;C ;21-fev-07;19-dez-07
SP01G4002;00000051S;C ;07-jan-08;30-set-08
SP01G4002;00000089S;C ;21-fev-07;08-dez-10
SP01G4002;00000104S;C ;21-fev-07;15-dez-10
SP01G4002;00000111S;C ;21-fev-07;15-dez-10
SP01G4002;00000116S;C ;21-fev-07;19-dez-07
SP01G4003;00000051S;C ;14-set-10;14-set-10
SP01G4003;00000057S;C ;20-set-10;21-mar-11
SP01G4003;00000057S;C ;22-mar-11;20-jun-11
SP01G4003;00000059S;C ;20-set-10;21-mar-11
SP01G4003;00000059S;C ;22-mar-11;20-jun-11
SP01G4003;00000059S;C ;27-mar-12;28-mar-12
SP01G4003;00000065S;C ;20-set-10;20-set-11
SP01G4003;00000081S;C ;20-set-10;17-dez-11
SP01G4003;00000081S;C ;09-jan-12;30-mar-12
SP01G4003;00000081S;C ;26-abr-12;26-abr-12
SP01G4003;00000081S;C ;22-mai-12;22-mai-12
SP01G4003;00000081S;C ;24-mai-12;25-mai-12
SP01G4003;00000081S;C ;26-jun-12;26-jun-12
SP01G4003;00000081S;C ;28-jun-12;28-jun-12
SP01G4003;00000082S;C ;16-mai-11;20-set-11
SP01G4003;00000086S;C ;20-set-10;17-dez-11
SP01G4003;00000088S;C ;18-out-10;28-jan-11
SP01G4003;00000089S;C ;04-out-10;21-mar-11
SP01G4003;00000100S;C ;20-set-10;21-mar-11
SP01G4003;00000104S;C ;20-set-10;03-out-10
SP01G4003;00000107S;C ;20-set-10;20-set-11
SP01G4003;00000117S;C ;20-set-10;20-set-11
SP01G4003;00000122S;C ;21-jun-11;20-set-11
SP01G4003;00000123S;C ;23-ago-11;20-set-11
SP01G4003;00000123S;C ;21-set-11;17-dez-11
SP01G4003;00000123S;C ;09-jan-12;30-mar-12
SP01G4003;00000135S;C ;16-mai-11;11-ago-11
SP01G4003;00000147S;C ;20-set-10;20-set-11
SP01G4003;00000148S;C ;20-set-10;20-set-11
SP01G4003;00000149S;C ;20-set-10;01-ago-11
SP01G4051;000000050;T ;02-jul-14;
SP01G4051;000000055;C ;01-set-14;01-set-14
SP01G4051;000000061;C ;01-set-14;01-set-14
SP01G4051;00000033S;S ;11-jul-16;10-ago-16
SP01G4051;00000070S;S ;07-jan-15;06-fev-15
SP01G4051;00000070S;S ;07-jan-16;06-fev-16
SP01G4051;00000070S;C ;22-fev-16;22-fev-16
SP01G4051;00000083S;S ;02-jul-14;01-ago-14
SP01G4051;00000083S;C ;27-jun-16;
SP01G4052;000000055;C ;01-set-14;01-set-14
SP01G4052;000000061;C ;01-set-14;01-set-14
SP01G4052;000000067;T ;02-jul-14;
SP01G4052;00000070S;S ;06-abr-15;25-mai-15
SP01G4052;00000083S;C ;27-jun-16;
SP01G4052;00000090S;S ;02-jul-14;31-jul-14
SP01G4052;00000184S;S ;07-jan-16;06-fev-16
SP01G4052;00000184S;C ;22-fev-16;22-fev-16
SP01G4053;000000075;T ;11-dez-14;
SP01G4053;00000060S;T ;02-jul-14;10-dez-14
SP01G4053;00000083S;C ;27-jun-16;
SP01G4053;00000184S;S ;08-jun-15;08-jul-15
SP01G4053;00000184S;S ;21-set-15;21-out-15
SP01G4053;00000184S;S ;17-mai-16;16-jun-16
SP01G4111;000000057;T ;02-jul-14;
SP01G4111;00000081S;S ;10-jul-14;09-ago-14
SP01G4111;00000081S;S ;07-jan-16;12-fev-16
SP01G4111;00000081S;C ;19-jul-16;19-jul-16
SP01G4111;00000088S;C ;27-jun-16;
SP01G4112;000000064;T ;02-jul-14;
SP01G4112;00000088S;C ;27-jun-16;
SP01G4112;00000160S;S ;22-jun-15;29-jul-15
SP01G4112;00000186S;S ;04-jul-16;28-jul-16
SP01G4113;000000068;T ;02-jul-14;
SP01G4113;00000081S;S ;28-set-15;22-out-15
SP01G4113;00000088S;C ;27-jun-16;
SP01G4113;00000090S;S ;01-set-14;25-set-14
SP01G4113;00000090S;S ;18-jul-16;18-ago-16
SP01G4113;00000155S;S ;07-jan-15;29-jan-15
SP01G9992;000000008;S ;27-mar-15;09-jun-15
SP01G9992;000000026;S ;17-fev-14;25-fev-14
SP01G9993;000000030;S ;05-jan-15;09-jun-15
SP01G9999;00000041S;C ;16-abr-12;19-jun-12
SP01G9999;00000072S;C ;16-abr-12;
SP01G9999;00000109S;C ;16-abr-12;
SP01G9999;00000114S;C ;16-abr-12;
SP01G9999;00000119S;C ;17-out-06;02-mai-07
SP01G9999;00000135S;C ;16-abr-12;
SP01G9999;00000144S;C ;24-out-11;28-out-11
SP01G9999;00000144S;C ;16-abr-12;30-set-13
SP01G9999;00000154S;C ;24-out-11;28-out-11
SP01G9999;00000157S;C ;16-abr-12;09-dez-13
SP01G9999;00000158S;C ;16-abr-12;
SP01G9999;00000159S;C ;15-out-12;01-mar-14
SP01G9999;00000161S;C ;13-abr-12;26-ago-13
SP01G9999;00000162S;C ;12-jun-13;20-jun-13
SP01G9999;00000163S;C ;12-jun-13;28-jun-13
SP01G9999;00000164S;C ;13-abr-12;
SP01G9999;00000165S;C ;13-abr-12;18-out-13
SP01G9999;00000166S;C ;13-abr-12;18-dez-13
SP01G9999;00000167S;C ;10-ago-12;18-dez-13
SP01G9999;00000168S;C ;18-abr-13;18-dez-13
SP01G9999;00000169S;C ;13-abr-12;
SP01G9999;00000170S;C ;13-abr-12;17-dez-13
SP01G9999;00000171S;C ;13-abr-12;
SP01G9999;00000172S;C ;13-abr-12;20-jan-14
SP01G9999;00000173S;C ;13-abr-12;
SP01G9999;00000174S;C ;28-mai-12;17-dez-13
SP01G9999;00000175S;C ;16-mai-13;16-dez-13
SP01G9999;00000176S;C ;20-fev-13;
SP01G9999;00000177S;C ;27-jun-12;
SP01O0032;000000099;S ;09-jun-16;
